record_id,marketing_original_source,marketing_latest_source,device,country,lead_source_detail,visitor_type,destination_interest,budget_range,travel_group_type,trip_duration,budget_level,currency,age_bracket,lead_type,booking_intent,enquiry_touchpoints,form_submissions,page_interactions,unknown_engagement_1,total_visits,total_sessions,average_pageviews,number_of_pageviews,number_of_sessions,time_on_site,engagement_score,sales_activity_count,qualified_flag,interaction_depth,pipeline_stage_num,total_activities,deal_progress,nurture_score,readiness_score,target_conv_prob,target_profit
205337711163,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,United States,From a friend,PREVIOUS_VISITOR_MULTIPLE,KENYA,7000 - 10000 USD,FRIENDS,One Week,med,USD,55+,Referral,Help me book my vacation,4.0,0.0,4.0,0.0,2.0,2.0,9.0,9.0,1.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0411872453987598,129101.703125
212818490527,PAID_SOCIAL,PAID_SOCIAL,Mobile,Timor-Leste,From a friend,Unknown,KENYA;SOUTH AFRICA;TANZANIA;BOTSWANA;NAMIBIA;ZIMBABWE;UGANDA;ZAMBIA;MADAGASCAR;MALAWI;CONGO;MAURITIUS;MOZAMBIQUE;RWANDA;OPEN TO IDEAS;SEYCHELLES,4000 - 7000 USD,SOLO,2 Weeks +,low,USD,55+,Unknown,Help me book my vacation,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0036372188478708,123823.765625
209610580531,PAID_SEARCH,DIRECT_TRAFFIC,Desktop,Canada,Google or other search,FIRST_VISITOR_NO_RESEARCH,TANZANIA,10000 - 14000 CAD,PARTNER,10 Days,med,CAD,55+,New enquiry,Help me research,2.0,0.0,2.0,0.0,5.0,4.0,6.0,352.0,51.0,178.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.274967074394226,104028.078125
212840143512,PAID_SOCIAL,PAID_SOCIAL,Mobile,Timor-Leste,Online Ads,Unknown,SOUTH AFRICA;KENYA;TANZANIA;BOTSWANA;ZIMBABWE;NAMIBIA;UGANDA;CONGO;MAURITIUS;ZAMBIA;MADAGASCAR;MALAWI;MOZAMBIQUE;SEYCHELLES;RWANDA;OPEN TO IDEAS,NOTSURE,FRIENDS,2 Weeks,high,USD,18-34,New enquiry,"Help me plan, so I can book later",8.0,0.0,8.0,0.0,3.0,2.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0159280896186828,382196.375
209297380388,OFFLINE,EMAIL_MARKETING,Unknown,United States,Unknown,Unknown,SOUTH AFRICA; OPEN TO IDEAS,"7,000",Unknown,Unknown,Unknown,Unknown,Unknown,New enquiry,Unknown,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1615806370973587,235504.40625
212791800200,OTHER_CAMPAIGNS,DIRECT_TRAFFIC,Desktop,United States,Unknown,Unknown,KENYA;TANZANIA;ZIMBABWE,4000 - 7000 USD,FAMILY,10 Days,low,USD,Unknown,Unknown,Unknown,4.0,3.0,7.0,3.0,1.0,1.0,1.0,3.0,2.0,52.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0044864760711789,160042.171875
212825288317,OFFLINE,OFFLINE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0318717584013938,101205.015625
212365850727,SOCIAL_MEDIA,DIRECT_TRAFFIC,Mobile,Mexico,Online Ads,Unknown,TANZANIA;KENYA,4000 - 7000 USD,SOLO,One Week,low,USD,18-34,New enquiry,Help me book my vacation,1.0,0.0,1.0,0.0,2.0,2.0,2.0,11.0,4.0,1613.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.054543063044548,65161.265625
212809659783,PAID_SEARCH,REFERRALS,Desktop,Canada,Google or other search,Unknown,SOUTH AFRICA,5000 - 10000 CAD,FAMILY,10 Days,low,CAD,35-54,Unknown,"Help me plan, so I can book later",5.0,0.0,5.0,0.0,2.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0098916096612811,102283.1875
211388513076,OFFLINE,REFERRALS,Mobile,United States,Google or other search,Unknown,KENYA; TANZANIA,10000+ USD,FRIENDS,2 Weeks,high,USD,55+,New enquiry,Help me compare prices,4.0,0.0,4.0,0.0,3.0,3.0,1.0,6.0,5.0,103.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0568786077201366,293289.53125
212526013059,ORGANIC_SEARCH,DIRECT_TRAFFIC,Desktop,Mexico,Google or other search,Unknown,TANZANIA,10000+ USD,FAMILY,2 Weeks +,high,USD,35-54,New enquiry,Help me book my vacation,2.0,1.0,3.0,1.0,3.0,3.0,5.0,15.0,3.0,2043.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0875836014747619,149527.78125
211722051689,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Desktop,India,ChatGPT or other AI,Unknown,TANZANIA,7000 - 10000 USD,SOLO,One Week,med,USD,35-54,New enquiry,Help me compare prices,1.0,0.0,1.0,0.0,2.0,2.0,6.0,6.0,1.0,1017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04334731772542,73033.40625
95374458376,ORGANIC_SEARCH,DIRECT_TRAFFIC,Desktop,United States,Online Ads,FIRST_VISITOR_RESEARCH,RWANDA;TANZANIA;KENYA,4000 - 7000 USD,FAMILY,2 Weeks,low,USD,55+,Repeat enquiry,Help me compare prices,2.0,0.0,2.0,0.0,6.0,4.0,4.0,32.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0691580101847648,104012.6328125
212627229235,PAID_SEARCH,REFERRALS,Desktop,Canada,Google or other search,Unknown,KENYA;TANZANIA;OPEN TO IDEAS,NOTSURE,PARTNER,10 Days,notsure,Unknown,18-34,Unknown,Help me research,2.0,0.0,2.0,0.0,2.0,2.0,2.0,12.0,6.0,124.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0191979818046093,79986.5859375
212818929491,PAID_SEARCH,EMAIL_MARKETING,Mobile,Canada,Google or other search,Unknown,SOUTH AFRICA;OPEN TO IDEAS;MAURITIUS;SEYCHELLES;BOTSWANA;TANZANIA;ZIMBABWE,5000 - 10000 CAD,PARTNER,2 Weeks,low,CAD,18-34,New enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,1.0,5.0,3.0,346.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0417768359184265,50996.640625
212826227060,OFFLINE,OFFLINE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0318716019392013,101205.1328125
212593539747,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Desktop,United States,Newsletter,Unknown,KENYA;TANZANIA;BOTSWANA,10000+ USD,FAMILY,10 Days,high,USD,55+,New enquiry,Help me book my vacation,6.0,0.0,6.0,0.0,3.0,3.0,1.0,5.0,3.0,372.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06537776440382,223432.96875
212822294583,ORGANIC_SEARCH,ORGANIC_SEARCH,Mobile,United Kingdom,Social Media,Unknown,SOUTH AFRICA;SEYCHELLES,4000 - 7000 GBP,FRIENDS,One Week,low,GBP,18-34,Unknown,"Help me plan, so I can book later",4.0,0.0,4.0,0.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122781628742814,79978.015625
212660448285,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,United States,Blog,Unknown,TANZANIA;RWANDA,4000 - 7000 USD,PARTNER,Less than One Week,low,USD,35-54,New enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,1.0,7.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0399919189512729,56901.76953125
211651510969,PAID_SEARCH,REFERRALS,Desktop,United States,Google or other search,Unknown,RWANDA,7000 - 10000 USD,PARTNER,One Week,med,USD,35-54,New enquiry,Help me compare prices,2.0,0.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,1501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576125420629978,85313.2890625
210579270474,DIRECT_TRAFFIC,EMAIL_MARKETING,Unknown,United States,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,2.0,1.0,1.0,8.0,5.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712376832962036,95750.6484375
209262836574,AI_REFERRALS,DIRECT_TRAFFIC,Desktop,United States,ChatGPT or other AI,FIRST_VISITOR_NO_RESEARCH,SOUTH AFRICA;ZIMBABWE,10000+ USD,FAMILY,2 Weeks,high,USD,35-54,New enquiry,Help me compare prices,4.0,0.0,4.0,0.0,2.0,2.0,3.0,34.0,9.0,1256.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1157119795680046,211109.03125
210149227176,ORGANIC_SEARCH,DIRECT_TRAFFIC,Mobile,United Kingdom,Online Ads,FIRST_VISITOR_NO_RESEARCH,SOUTH AFRICA,NOTSURE,FRIENDS,Less than One Week,notsure,Unknown,55+,New enquiry,Help me compare prices,3.0,0.0,3.0,0.0,3.0,3.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0399816073477268,64474.7265625
212821526607,OTHER_CAMPAIGNS,OTHER_CAMPAIGNS,Desktop,United States,Unknown,Unknown,SOUTH AFRICA,NOTSURE,FAMILY,2 Weeks,notsure,Unknown,35-54,Unknown,Unknown,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071603218093514,73239.5
212144193858,DIRECT_TRAFFIC,REFERRALS,Mobile,United States,ChatGPT or other AI,Unknown,SOUTH AFRICA,10000+ USD,SOLO,Less than One Week,high,USD,55+,New enquiry,"Help me plan, so I can book later",1.0,0.0,1.0,0.0,2.0,2.0,4.0,18.0,4.0,469.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0403863973915576,115485.7265625
194144614236,EMAIL_MARKETING,DIRECT_TRAFFIC,Mobile,United Kingdom,Social Media,Unknown,TANZANIA,4000 - 7000 EUR,PARTNER,2 Weeks +,low,EUR,55+,New enquiry,Help me research,2.0,0.0,2.0,0.0,2.0,2.0,2.0,13.0,5.0,349.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0344333238899707,67868.40625
212820705335,PAID_SOCIAL,PAID_SOCIAL,Mobile,United Kingdom,Unknown,Unknown,TANZANIA,4000 - 7000 EUR,PARTNER,2 Weeks,low,EUR,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0032298117876052,128466.890625
98399607665,REFERRALS,REFERRALS,Desktop,United States,Google or other search,FIRST_VISITOR_NO_RESEARCH,TANZANIA,4000 - 7000 USD,PARTNER,One Week,low,USD,55+,Repeat enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,5.0,3.0,3.0,41.0,12.0,220.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2047010958194732,74362.953125
206773684833,PAID_SEARCH,REFERRALS,Desktop,United States,Unknown,FIRST_VISITOR_NO_RESEARCH,KENYA;OPEN TO IDEAS,4000 - 7000 USD,SOLO,10 Days,low,USD,18-34,New enquiry,Help me compare prices,1.0,0.0,1.0,0.0,2.0,2.0,2.0,7.0,3.0,98.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103562343865633,49436.0
194099340175,EMAIL_MARKETING,EMAIL_MARKETING,Mobile,United Kingdom,Unknown,PREVIOUS_VISITOR_MULTIPLE,KENYA,4000 - 7000 GBP,PARTNER,10 Days,low,GBP,35-54,Repeat enquiry,Help me book my vacation,2.0,0.0,2.0,0.0,4.0,2.0,4.0,8.0,2.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248762425035238,48489.703125
212839905399,PAID_SOCIAL,PAID_SOCIAL,Mobile,Timor-Leste,Unknown,Unknown,OPEN TO IDEAS,NOTSURE,SOLO,One Week,notsure,Unknown,Unknown,Unknown,Unknown,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031057330779731,48921.46875
212635754901,PAID_SEARCH,REFERRALS,Desktop,United States,Unknown,Unknown,TANZANIA,7000 - 10000 USD,PARTNER,2 Weeks,med,USD,Unknown,New enquiry,Unknown,2.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0101800803095102,68175.1484375
212842655853,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Desktop,United Kingdom,Google or other search,Unknown,BOTSWANA,4000 - 7000 GBP,PARTNER,One Week,low,GBP,18-34,New enquiry,Help me book my vacation,2.0,0.0,2.0,0.0,2.0,2.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005894280038774,62460.25
212335598629,AI_REFERRALS,DIRECT_TRAFFIC,Mobile,Ireland,ChatGPT or other AI,Unknown,TANZANIA,4000 - 7000 EUR,PARTNER,10 Days,low,EUR,18-34,New enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,2.0,8.0,4.0,472.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0212561301887035,43945.34375
201303000673,EMAIL_MARKETING,EMAIL_MARKETING,Mobile,Canada,Unknown,Unknown,TANZANIA;SOUTH AFRICA;ZIMBABWE,10000 - 14000 CAD,FAMILY,2 Weeks,med,CAD,Unknown,New enquiry,Unknown,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,52.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.2304236739873886,148133.34375
212841939120,PAID_SOCIAL,PAID_SOCIAL,Mobile,United States,Online Ads,Unknown,MADAGASCAR,NOTSURE,FAMILY,One Week,notsure,Unknown,35-54,New enquiry,Help me research,5.0,1.0,6.0,1.0,2.0,2.0,5.0,5.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066982032731175,172426.5
212408155703,PAID_SEARCH,PAID_SEARCH,Desktop,United States,Google or other search,Unknown,KENYA;TANZANIA,7000 - 10000 USD,FAMILY,10 Days,med,USD,55+,New enquiry,Help me compare prices,4.0,0.0,4.0,0.0,2.0,2.0,1.0,7.0,4.0,48.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0227428525686264,160998.625
212724450696,PAID_SOCIAL,PAID_SOCIAL,Desktop,Portugal,Google or other search,Unknown,SOUTH AFRICA,7000 - 10000 EUR,PARTNER,10 Days,med,EUR,55+,Unknown,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0112189808860421,58571.80078125
211851848744,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,Switzerland,Unknown,Unknown,SOUTH AFRICA,4000 - 7000 USD,PARTNER,2 Weeks,low,USD,35-54,New enquiry,Unknown,2.0,0.0,2.0,0.0,3.0,3.0,2.0,10.0,4.0,130.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.131041407585144,69596.734375
212363234657,PAID_SEARCH,ORGANIC_SEARCH,Mobile,United States,Google or other search,Unknown,SOUTH AFRICA,4000 - 7000 USD,PARTNER,2 Weeks,low,USD,55+,New enquiry,Help me book my vacation,2.0,0.0,2.0,0.0,3.0,3.0,2.0,31.0,14.0,183.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2031635344028472,65432.4375
212400389705,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,United States,Social Media,Unknown,SOUTH AFRICA;OPEN TO IDEAS,4000 - 7000 USD,PARTNER,10 Days,low,USD,18-34,New enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,8.0,8.0,1.0,233.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0489327907562255,80552.9375
212625156996,PAID_SEARCH,PAID_SEARCH,Desktop,United States,Google or other search,Unknown,BOTSWANA,4000 - 7000 USD,FAMILY,Less than One Week,low,USD,55+,New enquiry,Help me book my vacation,4.0,0.0,4.0,0.0,2.0,2.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1155157387256622,89876.453125
211846981483,PAID_SEARCH,DIRECT_TRAFFIC,Desktop,United States,From a friend,Unknown,KENYA;TANZANIA;UGANDA;RWANDA;SEYCHELLES;OPEN TO IDEAS,10000+ USD,PARTNER,Less than One Week,high,USD,18-34,Referral,Help me book my vacation,2.0,0.0,2.0,0.0,3.0,3.0,2.0,19.0,8.0,252.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1730863600969314,93215.5234375
212156782221,PAID_SOCIAL,PAID_SOCIAL,Mobile,Australia,Online Ads,Unknown,SOUTH AFRICA,5500 - 11000 AUD,PARTNER,2 Weeks,low,AUD,55+,New enquiry,Help me compare prices,2.0,0.0,2.0,0.0,4.0,2.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0183383896946907,61211.5703125
209648621921,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,Spain,Online Ads,PREVIOUS_VISITOR_ONCE,NAMIBIA,4000 - 7000 EUR,FAMILY,2 Weeks,low,EUR,35-54,New enquiry,"Help me plan, so I can book later",5.0,0.0,5.0,0.0,3.0,3.0,2.0,24.0,12.0,509.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0635746717453002,131390.171875
212822959508,PAID_SOCIAL,PAID_SOCIAL,Mobile,Timor-Leste,Google or other search,Unknown,SOUTH AFRICA,4000 - 7000 USD,FAMILY,Less than One Week,low,USD,18-34,Unknown,Help me book my vacation,2.0,0.0,2.0,0.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0048648454248905,52684.28125
212844117165,SOCIAL_MEDIA,SOCIAL_MEDIA,Mobile,Germany,Unknown,Unknown,OPEN TO IDEAS,NOTSURE,FAMILY,2 Weeks +,notsure,Unknown,Unknown,Unknown,Unknown,3.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027732427697628,95461.203125
18009001,OFFLINE,PAID_SEARCH,Desktop,Portugal,Unknown,Unknown,MAURITIUS;NAMIBIA;SOUTH AFRICA,10000+ EUR,FRIENDS,2 Weeks,high,EUR,55+,Repeat enquiry,Unknown,4.0,0.0,4.0,0.0,2.0,2.0,6.0,6.0,1.0,1899.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1000321209430694,169906.90625
212845310474,PAID_SEARCH,REFERRALS,Mobile,Canada,Unknown,Unknown,TANZANIA;NAMIBIA;KENYA;OPEN TO IDEAS;SOUTH AFRICA;UGANDA,5000 - 10000 CAD,PARTNER,2 Weeks +,low,CAD,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,1.0,1.0,2.0,4.0,2.0,52.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0048725050874054,134612.296875
212798942337,OFFLINE,OFFLINE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0274736452847719,125228.6953125
212843994684,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,United States,Unknown,Unknown,SOUTH AFRICA,NOTSURE,FAMILY,10 Days,notsure,Unknown,Unknown,Unknown,Unknown,2.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01064049359411,66927.84375
212823022740,PAID_SOCIAL,PAID_SOCIAL,Mobile,Saudi Arabia,Unknown,Unknown,SOUTH AFRICA,NOTSURE,FRIENDS,Less than One Week,notsure,Unknown,Unknown,New enquiry,Unknown,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0092964982613921,29086.369140625
212788776548,OFFLINE,OFFLINE,Unknown,Unknown,Unknown,Unknown,TANZANIA,"40,000",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0407815836369991,263509.375
211268835254,PAID_SOCIAL,PAID_SOCIAL,Unknown,Unknown,Unknown,Unknown,BOTSWANA,Unknown,FAMILY,10 Days,notsure,Unknown,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,1.0,1.0,2.0,6.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004502628929913,72462.890625
212465478432,PAID_SEARCH,REFERRALS,Desktop,Spain,Google or other search,Unknown,TANZANIA,7000 - 10000 EUR,FAMILY,One Week,med,EUR,35-54,New enquiry,Help me compare prices,4.0,0.0,4.0,0.0,2.0,2.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0094114523380994,90940.4609375
124713917754,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,United States,From a friend,FIRST_VISITOR_NO_RESEARCH,SOUTH AFRICA;KENYA;TANZANIA;SEYCHELLES;OPEN TO IDEAS,7000 - 10000 USD,PARTNER,2 Weeks,low,USD,18-34,Repeat enquiry,Help me compare prices,2.0,0.0,2.0,0.0,4.0,2.0,2.0,29.0,11.0,164.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1508801132440567,66874.4296875
63055204532,PAID_SEARCH,DIRECT_TRAFFIC,Desktop,United States,From a friend,FIRST_VISITOR_NO_RESEARCH,RWANDA;TANZANIA,2500 - 5000 USD,FAMILY,2 Weeks,med,USD,35-54,Repeat enquiry,Help me compare prices,4.0,0.0,4.0,0.0,10.0,4.0,3.0,97.0,31.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5936418175697326,166915.796875
212512093955,PAID_SEARCH,REFERRALS,Desktop,United States,Unknown,Unknown,SOUTH AFRICA,4000 - 7000 USD,FAMILY,One Week,low,USD,Unknown,New enquiry,Unknown,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0063731162808835,71857.375
212866962519,SOCIAL_MEDIA,SOCIAL_MEDIA,Mobile,Iceland,Online Ads,Unknown,RWANDA,4000 - 7000 USD,FAMILY,Less than One Week,low,USD,35-54,Unknown,"Help me plan, so I can book later",5.0,0.0,5.0,0.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059949997812509,91760.828125
212866408083,SOCIAL_MEDIA,SOCIAL_MEDIA,Mobile,Australia,Online Ads,Unknown,SOUTH AFRICA,NOTSURE,FRIENDS,One Week,notsure,Unknown,18-34,Unknown,Help me book my vacation,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0088949892669916,52226.3671875
201138288722,DIRECT_TRAFFIC,PAID_SOCIAL,Mobile,Italy,Google or other search,Unknown,KENYA;TANZANIA,4000 - 7000 EUR,FAMILY,10 Days,low,EUR,35-54,New enquiry,Help me book my vacation,4.0,0.0,4.0,0.0,4.0,2.0,3.0,12.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0039226864464581,87890.453125
212400318277,PAID_SOCIAL,PAID_SOCIAL,Mobile,Thailand,Social Media,Unknown,SOUTH AFRICA,10000+ USD,PARTNER,One Week,high,USD,18-34,New enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,6.0,6.0,1.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0191225912421941,145724.21875
212634943594,PAID_SOCIAL,PAID_SOCIAL,Mobile,United States,Online Ads,Unknown,SOUTH AFRICA;MOZAMBIQUE,10000+ USD,SOLO,One Week,high,USD,55+,New enquiry,Help me research,1.0,0.0,1.0,0.0,2.0,2.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0056778606958687,121057.328125
131001738412,PAID_SEARCH,DIRECT_TRAFFIC,Desktop,United States,Unknown,PREVIOUS_VISITOR_ONCE,KENYA;TANZANIA;SOUTH AFRICA,NOTSURE,FAMILY,2 Weeks,notsure,Unknown,55+,Repeat traveller,Help me book my vacation,6.0,1.0,7.0,1.0,3.0,3.0,3.0,28.0,8.0,599.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3361289501190185,569233.875
212867640987,Unknown,Unknown,Desktop,Canada,Google or other search,Unknown,SOUTH AFRICA;BOTSWANA,5000 - 10000 CAD,SOLO,One Week,low,CAD,55+,Unknown,Help me book my vacation,1.0,0.0,1.0,0.0,2.0,2.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0120862396433949,31280.35546875
212846477827,PAID_SEARCH,REFERRALS,Desktop,Mexico,Google or other search,Unknown,KENYA;TANZANIA,4000 - 7000 USD,PARTNER,One Week,low,USD,18-34,New enquiry,Help me research,2.0,0.0,2.0,0.0,2.0,2.0,3.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0037040184251964,50912.5234375
212844750236,SOCIAL_MEDIA,DIRECT_TRAFFIC,Mobile,Italy,Social Media,Unknown,NAMIBIA,4000 - 7000 EUR,PARTNER,One Week,low,EUR,35-54,New enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,3.0,3.0,2.0,5.0,2.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0061620166525244,46249.921875
